Context,Mol_L,Frag_L,Mol_R,Frag_R,Radius
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4ccccc4)n3)ccc2c1,[cH2][cH][cH]-[c]1[n][cH][cH][s]1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccccn1,[cH2][n][cH]-[n]1[n][cH][cH][c]1[CH3],1
[*]C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)c1cccnc1,[CH3][CH]([cH3])[NH][C](=[O])[c]1[cH][cH][cH][n][cH]1,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)C1CC1,[CH3][CH]([cH3])[NH][C](=[O])[CH]1[CH2][CH2]1,4
[*]C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)c1cccnc1,[CH3][NH][C](=[O])[c]1[cH][cH][cH][n][cH]1,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)C1CC1,[CH3][NH][C](=[O])[CH]1[CH2][CH2]1,3
[*]C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)c1cccnc1,[NH2][C](=[O])[c]1[cH][cH][cH][n][cH]1,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)C1CC1,[NH2][C](=[O])[CH]1[CH2][CH2]1,2
[*]C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)c1cccnc1,[CH3][c]1[cH][cH][cH][n][cH]1,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc54)CC3)ccc21)C1CC1,[CH3][CH]1[CH2][CH2]1,1
[*]CCN1CCN(c2cccc3nc(C)ccc32)CC1,Cc1ccc2c(cccc2N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)n1,[NH2][CH2][CH2][c]1[cH][cH][c]2[c]([cH]1)[NH][C](=[O])[CH2][O]2,Cc1nnn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc54)CC3)cccc1-2,[CH3][c]1[n][n][n]2[c]1[CH2][O][c]1[c]([CH2][CH2][NH2])[cH][cH][cH][c]1-2,4
[*]CCN1CCN(c2cccc3nc(C)ccc32)CC1,Cc1ccc2c(cccc2N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)n1,[CH3][CH2][c]1[cH][cH][c]2[c]([cH]1)[NH][C](=[O])[CH2][O]2,Cc1nnn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc54)CC3)cccc1-2,[CH3][CH2][c]1[cH][cH][cH][c]2[c]1[O][CH2][c]1[c]([CH3])[n][n][n]1-2,3
[*]CCN1CCN(c2cccc3nc(C)ccc32)CC1,Cc1ccc2c(cccc2N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)n1,[CH3][c]1[cH][cH][c]2[c]([cH]1)[NH][C](=[O])[CH2][O]2,Cc1nnn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc54)CC3)cccc1-2,[CH3][c]1[cH][cH][cH][c]2[c]1[O][CH2][c]1[c]([CH3])[n][n][n]1-2,2
[*]CCN1CCN(c2cccc3nc(C)ccc32)CC1,Cc1ccc2c(cccc2N2CCN(CCc3ccc4c(c3)NC(=O)CO4)CC2)n1,[cH2][cH][c]1[c]([cH2])[O][CH2][C](=[O])[NH]1,Cc1nnn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc54)CC3)cccc1-2,[cH2][cH][c]1[c]([cH2])[O][CH2][c]2[c]([CH3])[n][n][n]2-1,1
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(F)c4)n2C)CC3)no1,[CH3][n]1[c]([SH])[n][n][c]1-[c]1[cH][cH][cH][c]([F])[cH]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,[CH3][n]1[c]([SH])[n][n][c]1[C]([F])([F])[F],4
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(F)c4)n2C)CC3)no1,[CH3][n]1[cH][n][n][c]1-[c]1[cH][cH][cH][c]([F])[cH]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,[CH3][n]1[cH][n][n][c]1[C]([F])([F])[F],3
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(F)c4)n2C)CC3)no1,[nH][c]([nH])-[c]1[cH][cH][cH][c]([F])[cH]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,[nH][c]([nH])[C]([F])([F])[F],2
[*]c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccc(F)c4)n2C)CC3)no1,[cH3]-[c]1[cH][cH][cH][c]([F])[cH]1,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1,[cH3][C]([F])([F])[F],1
[*]c1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)c1,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[NH2][c]1[cH][cH][cH][c]([Cl])[cH]1,O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[NH2][c]1[cH][cH][cH][c]([C]([F])([F])[F])[cH]1,4
[*]c1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)c1,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH2][cH][c]([Cl])[cH][cH2],O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH2][cH][c]([cH][cH2])[C]([F])([F])[F],3
[*]c1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)c1,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH2][c]([cH2])[Cl],O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH2][c]([cH2])[C]([F])([F])[F],2
[*]c1cccc(NC(=O)N2CCN(C[C@@H]3CCCN(C4CC4)C3)CC2)c1,O=C(Nc1cccc(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH3][Cl],O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,[cH3][C]([F])([F])[F],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)nn1,[cH2][cH][c]([n][cH2])-[c]1[cH][n][n](-[c]2[cH][cH][c]([O][CH2][CH3])[n][n]2)[c]1[CH3],Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1,[cH2][cH][c]([n][cH2])-[c]1[cH][n][c]2[cH][c]([CH3])[n][n]2[c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)nn1,[cH2][c]([nH])-[c]1[cH][n][n](-[c]2[cH][cH][c]([O][CH2][CH3])[n][n]2)[c]1[CH3],Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1,[cH2][c]([nH])-[c]1[cH][n][c]2[cH][c]([CH3])[n][n]2[c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)nn1,[CH3][CH2][O][c]1[cH][cH][c](-[n]2[cH][c](-[cH3])[cH][n]2)[n][n]1,Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1,[cH3]-[c]1[cH][n][c]2[cH][c]([CH3])[n][n]2[cH]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CCOc1ccc(-n2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c2C)nn1,[cH2][cH][n][n]-[c]1[cH][cH][c]([O][CH2][CH3])[n][n]1,Cc1cc2ncc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)c(C)n2n1,[cH2][cH][n][c]1[cH][c]([CH3])[n][n]1,1
[*]C(=O)N(C)[C@H]1CCc2cc(CN(C)C)ccc2C1,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,[NH2][C](=[O])[c]1[cH][cH][c](-[c]2[cH][cH][c]([F])[cH][cH]2)[cH][cH]1,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)cn1)C2,[NH2][C](=[O])[c]1[cH][cH][c](-[c]2[cH][cH][c]([Cl])[cH][cH]2)[cH][n]1,3
[*]CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,CC(C)(C)OCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][CH2][N]([CH2][CH3])[CH2][CH2][O][C]([CH3])([CH3])[CH3],CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][CH2][N]([CH2][CH3])[CH2][CH]([OH])[C]([CH3])([CH3])[CH3],4
[*]CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,CC(C)(C)OCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][N]([CH3])[CH2][CH2][O][C]([CH3])([CH3])[CH3],CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][N]([CH3])[CH2][CH]([OH])[C]([CH3])([CH3])[CH3],3
[*]CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,CC(C)(C)OCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][C]([CH3])([CH3])[O][CH2][CH2][NH2],CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][C]([CH3])([CH3])[CH]([OH])[CH2][NH2],2
[*]CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,CC(C)(C)OCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][CH2][O][C]([CH3])([CH3])[CH3],CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,[CH3][CH]([OH])[C]([CH3])([CH3])[CH3],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1,[cH2][c]1[cH][cH][cH][c](-[c]2[cH][s][c](-[c]3[cH][c]([CH3])[o][n]3)[n]2)[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,[cH2][c]1[cH][cH][cH][c]([C]([CH3])([CH3])[CH3])[n]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1,[cH2][cH][c]([n][cH2])-[c]1[cH][s][c](-[c]2[cH][c]([CH3])[o][n]2)[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,[cH2][cH][c]([n][cH2])[C]([CH3])([CH3])[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1,[cH2][c]([nH])-[c]1[cH][s][c](-[c]2[cH][c]([CH3])[o][n]2)[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,[cH2][c]([nH])[C]([CH3])([CH3])[CH3],2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1cc(-c2nc(-c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3)cs2)no1,[cH3]-[c]1[cH][s][c](-[c]2[cH][c]([CH3])[o][n]2)[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,[cH3][C]([CH3])([CH3])[CH3],1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,[cH2][c]1[cH][cH][cH][c](-[c]2[s][c]3[n][cH][n][n]3[c]2[CH3])[n]1,C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][c]1[cH][cH][cH][c]([CH]2[CH2][CH2]2)[n]1,4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,[cH2][cH][c]([n][cH2])-[c]1[s][c]2[n][cH][n][n]2[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][cH][c]([n][cH2])[CH]1[CH2][CH2]1,3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,[cH2][c]([nH])-[c]1[s][c]2[n][cH][n][n]2[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH2][c]([nH])[CH]1[CH2][CH2]1,2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,[cH3]-[c]1[s][c]2[n][cH][n][n]2[c]1[CH3],C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1,[cH3][CH]1[CH2][CH2]1,1
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc65)CC4)cc32)cc1,[CH3][c]1[cH][cH][c]([C](=[O])[NH][CH]([CH3])[cH3])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C1CC1,[CH3][CH]([cH3])[NH][C](=[O])[CH]1[CH2][CH2]1,4
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc65)CC4)cc32)cc1,[CH3][NH][C](=[O])[c]1[cH][cH][c]([CH3])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C1CC1,[CH3][NH][C](=[O])[CH]1[CH2][CH2]1,3
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc65)CC4)cc32)cc1,[CH3][c]1[cH][cH][c]([C]([NH2])=[O])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C1CC1,[NH2][C](=[O])[CH]1[CH2][CH2]1,2
[*]C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21,Cc1ccc(C(=O)NC2CCc3ccc(CCN4CCN(c5nsc6ccccc65)CC4)cc32)cc1,[CH3][c]1[cH][cH][c]([CH3])[cH][cH]1,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc54)CC3)cc21)C1CC1,[CH3][CH]1[CH2][CH2]1,1
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][CH]([CH3])[NH][C](=[O])[CH2][O][c]1[cH][cH][cH][c]([Cl])[cH]1,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(CO)C1,[CH3][CH]([CH3])[NH][C](=[O])[N]1[CH2][CH2][CH2][CH]([CH2][OH])[CH2]1,4
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][NH][C](=[O])[CH2][O][c]1[cH][cH][cH][c]([Cl])[cH]1,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(CO)C1,[CH3][NH][C](=[O])[N]1[CH2][CH2][CH2][CH]([CH2][OH])[CH2]1,3
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[NH2][C](=[O])[CH2][O][c]1[cH][cH][cH][c]([Cl])[cH]1,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(CO)C1,[NH2][C](=[O])[N]1[CH2][CH2][CH2][CH]([CH2][OH])[CH2]1,2
[*]C(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,O=C(COc1cccc(Cl)c1)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,[CH3][CH2][O][c]1[cH][cH][cH][c]([Cl])[cH]1,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCCC(CO)C1,[CH3][N]1[CH2][CH2][CH2][CH]([CH2][OH])[CH2]1,1
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH2][cH][c]([n][cH2])-[c]1[cH][cH][cH][s]1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH2][cH][c]([n][cH2])-[c]1[cH][n][n]([CH3])[c]1[CH3],4
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH2][c]([nH])-[c]1[cH][cH][cH][s]1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH2][c]([nH])-[c]1[cH][n][n]([CH3])[c]1[CH3],3
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH3]-[c]1[cH][cH][cH][s]1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[cH3]-[c]1[cH][n][n]([CH3])[c]1[CH3],2
[*]c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,C[C@@H]1CCCN1CCc1ccc2nc(-c3cccs3)ccc2c1,[cH]1[cH][cH][s][cH]1,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,[CH3][c]1[cH][cH][n][n]1[CH3],1
[*]c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,[NH2][c]1[cH][cH][cH][c]([O][C]([F])([F])[F])[cH]1,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc([N+](=O)[O-])cc54)CC3)nc2N1,[NH2][c]1[cH][cH][cH][c]([N+](=[O])[O-])[cH]1,4
[*]c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,[cH2][cH][c]([cH][cH2])[O][C]([F])([F])[F],O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc([N+](=O)[O-])cc54)CC3)nc2N1,[cH2][cH][c]([cH][cH2])[N+](=[O])[O-],3
[*]c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,[cH2][c]([cH2])[O][C]([F])([F])[F],O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc([N+](=O)[O-])cc54)CC3)nc2N1,[cH2][c]([cH2])[N+](=[O])[O-],2
[*]c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(OC(F)(F)F)cc54)CC3)nc2N1,[cH3][O][C]([F])([F])[F],O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc([N+](=O)[O-])cc54)CC3)nc2N1,[cH3][N+](=[O])[O-],1
[*]C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(F)c2)cc1,[OH][CH2][C]([OH])[CH2][NH][CH2][CH2][c]1[cH][cH][c]([Cl])[c]([F])[cH]1,CCCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,[CH3][CH2][CH2][CH2][N]([CH2][CH2][c]1[cH][cH][c]([Cl])[c]([Cl])[cH]1)[CH2][C]([OH])[CH2][OH],4
[*]C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(F)c2)cc1,[cH2][c]([Cl])[c]([F])[cH][cH][CH2][CH2][NH][CH2][C]([CH3])[OH],CCCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,[cH2][c]([Cl])[c]([Cl])[cH][cH][CH2][CH2][N]([CH2][CH2][CH2][CH3])[CH2][C]([CH3])[OH],3
[*]c1ccc(N2C(=O)N(c3cc(OC)ncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,COc1cc(N2C(=O)N(c3ccc(-c4ccc5nc[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[H][n]1[cH][n][c]2[cH][cH][c](-[cH3])[cH][c]21,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)c(C)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[cH3]-[c]1[cH][cH][c]([C](=[O])[OH])[c]([CH3])[cH]1,4
[*]c1ccc(N2C(=O)N(c3cc(OC)ncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,COc1cc(N2C(=O)N(c3ccc(-c4ccc5nc[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[H][n]1[cH][n][c]2[cH][cH][cH][cH][c]21,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)c(C)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[CH3][c]1[cH][cH][cH][cH][c]1[C](=[O])[OH],3
[*]c1ccc(N2C(=O)N(c3cc(OC)ncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,COc1cc(N2C(=O)N(c3ccc(-c4ccc5nc[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[H][n]1[cH][n][c]([cH2])[c]1[cH2],COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)c(C)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[cH2][c]([CH3])[c]([cH2])[C](=[O])[OH],2
[*]c1ccc(N2C(=O)N(c3cc(OC)ncn3)C3(CCN(Cc4ncccc4C)CC3)C2=O)cc1,COc1cc(N2C(=O)N(c3ccc(-c4ccc5nc[nH]c5c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[H][n]1[cH][cH][n][cH]1,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)c(C)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,[CH3][cH][cH][C](=[O])[OH],1
[*]C=Cc1ccc(-n2cnc(C)c2)c(OC)c1,COc1cc(/C=C/c2nc(N)c3ccccc3n2)ccc1-n1cnc(C)c1,[cH3]/[CH]=[CH]/[c]1[n][c]([NH2])[c]2[cH][cH][cH][cH][c]2[n]1,COc1cc(/C=C/c2nc3sc4c(c3c(=O)[nH]2)CCC4)ccc1-n1cnc(C)c1,[H][n]1[c](/[CH]=[CH]/[cH3])[n][c]2[s][c]3[c]([c]2[c]1=[O])[CH2][CH2][CH2]3,4
[*]C=Cc1ccc(-n2cnc(C)c2)c(OC)c1,COc1cc(/C=C/c2nc(N)c3ccccc3n2)ccc1-n1cnc(C)c1,[CH3][c]1[n][c]([NH2])[c]2[cH][cH][cH][cH][c]2[n]1,COc1cc(/C=C/c2nc3sc4c(c3c(=O)[nH]2)CCC4)ccc1-n1cnc(C)c1,[H][n]1[c]([CH3])[n][c]2[s][c]3[c]([c]2[c]1=[O])[CH2][CH2][CH2]3,2
[*]C=Cc1ccc(-n2cnc(C)c2)c(OC)c1,COc1cc(/C=C/c2nc(N)c3ccccc3n2)ccc1-n1cnc(C)c1,[cH2][n][c]([NH2])[c]1[cH][cH][cH][cH][cH]1,COc1cc(/C=C/c2nc3sc4c(c3c(=O)[nH]2)CCC4)ccc1-n1cnc(C)c1,[H][n]([cH2])[c](=[O])[c]1[cH][s][c]2[c]1[CH2][CH2][CH2]2,1
[*]c1cc(Oc2ccc(F)cc2CNC)ccc1Cl,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,[OH][c]1[cH][cH][c]([Cl])[c]([F])[cH]1,CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,[CH3][CH2][c]1[cH][c]([OH])[cH][cH][c]1[Cl],4
[*]c1cc(Oc2ccc(F)cc2CNC)ccc1Cl,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,[cH2][cH][c]([F])[c]([cH2])[Cl],CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,[cH2][cH][c]([CH2][CH3])[c]([cH2])[Cl],3
[*]c1cc(Oc2ccc(F)cc2CNC)ccc1Cl,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,[cH2][c]([cH2])[F],CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,[cH2][c]([cH2])[CH2][CH3],2
